,AbsTime,RelTime,Cycle,m18.939 (B_m18.939) (Corr),m19.017 (B_m19.017) (Corr),m19.088 (B_m19.088) (Corr),m28.931 (B_m28.931) (Corr),m29.014 (B_m29.014) (Corr),m29.893 (B_m29.893) (Corr),m29.987 (B_m29.987) (Corr),m30.910 (B_m30.910) (Corr),m31.003 (B_m31.003) (Corr),m31.892 (B_m31.892) (Corr),m31.992 (B_m31.992) (Corr),m32.073 (B_m32.073) (Corr),m32.923 (B_m32.923) (Corr),m33.016 (B_m33.016) (Corr),m33.883 (B_m33.883) (Corr),m33.979 (B_m33.979) (Corr),m36.920 (B_m36.920) (Corr),m37.022 (B_m37.022) (Corr),m37.115 (B_m37.115) (Corr),m37.916 (B_m37.916) (Corr),m38.904 (B_m38.904) (Corr),m39.012 (B_m39.012) (Corr),m39.908 (B_m39.908) (Corr),m40.915 (B_m40.915) (Corr),m42.898 (B_m42.898) (Corr),m43.897 (B_m43.897) (Corr),m44.914 (B_m44.914) (Corr),m45.015 (B_m45.015) (Corr),m45.131 (B_m45.131) (Corr),m45.910 (B_m45.910) (Corr),m46.930 (B_m46.930) (Corr),m47.027 (B_m47.027) (Corr),m47.162 (B_m47.162) (Corr),m47.924 (B_m47.924) (Corr),m48.005 (B_m48.005) (Corr),m49.885 (B_m49.885) (Corr),m50.913 (B_m50.913) (Corr),m51.016 (B_m51.016) (Corr),m52.910 (B_m52.910) (Corr),m54.915 (B_m54.915) (Corr),m55.022 (B_m55.022) (Corr),m56.910 (B_m56.910) (Corr),m58.923 (B_m58.923) (Corr),m60.907 (B_m60.907) (Corr),m61.906 (B_m61.906) (Corr),m62.916 (B_m62.916) (Corr),m63.019 (B_m63.019) (Corr),m64.927 (B_m64.927) (Corr),m65.027 (B_m65.027) (Corr),m65.923 (B_m65.923) (Corr),m66.929 (B_m66.929) (Corr),m67.933 (B_m67.933) (Corr),m68.912 (B_m68.912) (Corr),m70.912 (B_m70.912) (Corr),m72.928 (B_m72.928) (Corr),m76.910 (B_m76.910) (Corr),m77.915 (B_m77.915) (Corr),m78.925 (B_m78.925) (Corr),m79.933 (B_m79.933) (Corr),m80.955 (B_m80.955) (Corr),m81.944 (B_m81.944) (Corr),m82.944 (B_m82.944) (Corr),m86.913 (B_m86.913) (Corr),m88.923 (B_m88.923) (Corr),m90.937 (B_m90.937) (Corr),m91.934 (B_m91.934) (Corr),m92.957 (B_m92.957) (Corr),m93.956 (B_m93.956) (Corr),m94.949 (B_m94.949) (Corr),m95.945 (B_m95.945) (Corr),m104.935 (B_m104.935) (Corr),m105.939 (B_m105.939) (Corr),m106.963 (B_m106.963) (Corr),m107.961 (B_m107.961) (Corr),m108.961 (B_m108.961) (Corr),m116.933 (B_m116.933) (Corr),m118.952 (B_m118.952) (Corr),m120.988 (B_m120.988) (Corr),m121.974 (B_m121.974) (Corr),m122.978 (B_m122.978) (Corr),m130.950 (B_m130.950) (Corr),m132.963 (B_m132.963) (Corr),m133.973 (B_m133.973) (Corr),m134.985 (B_m134.985) (Corr),m136.003 (B_m136.003) (Corr),m137.028 (B_m137.028) (Corr),m138.009 (B_m138.009) (Corr),m144.967 (B_m144.967) (Corr),m148.999 (B_m148.999) (Corr),m155.009 (B_m155.009) (Corr),m161.006 (B_m161.006) (Corr),m175.027 (B_m175.027) (Corr),m179.024 (B_m179.024) (Corr),m180.023 (B_m180.023) (Corr),m203.074 (B_m203.074) (Corr),m204.070 (B_m204.070) (Corr),m217.084 (B_m217.084) (Corr),m227.105 (B_m227.105) (Corr),m228.082 (B_m228.082) (Corr),m229.084 (B_m229.084) (Corr),m230.093 (B_m230.093) (Corr),m241.087 (B_m241.087) (Corr),m329.790 (B_m329.790) (Corr),m429.071 (B_m429.071) (Corr),group_id
38,45005.967,38.0,39.0,166.774,1436608.0,2744.438,0.0,305.2867,0.0,108497.0,26.575120000000002,4190.245,72.13028,5550782.0,0.0,514.6697,1267.107,23.01574,2144697.0,35.35068,236074.5,724.0659,25.12846,7.958231,632.4155,7.579022999999999,0.0,0.0,0.0,12.265189999999999,6537.83,75.79183,87.60799,0.0,532.9128,0.0,19.363570000000003,55.98968000000001,5.155325,0.0,4.9760480000000005,0.0,4.44515,1244.2069999999999,0.0,0.0,7.65377,0.0,3.663865,156.1582,0.0,44.995940000000004,0.0,0.0,0.0,0.0,0.0,3.033595,12.58672,2.7612360000000002,0.0,7.5114410000000005,10.37612,0.0,2.476956,4.516291000000001,0.0,4.351928,20.806420000000003,145.3382,29.93386,26.30299,5.081444,3.41351,1.686753,39.14245,8.248553999999999,0.0,0.0,1.469877,53.5537,4.285627,1.414619,0.0,0.0,3.86511,3.834943,24.907770000000003,22.65714,1.2491780000000001,1.191384,0.0,0.0,1.089056,1.0227950000000001,1.007208,0.0,9.24032,10.00647,0.0,1.0,0.0,0.0,0.0,1.0,2780.597,2.000644,blk_23
39,45005.967,39.0,40.0,250.161,1510402.0,3089.145,0.0,348.0508,0.0,111098.3,0.0,4312.448,85.94266999999999,5423496.0,0.0,484.2007,1282.6689999999999,21.2707,2324943.0,17.67243,240994.9,752.8311,8.376153,0.0,640.9514,0.0,7.233650999999999,6.639289999999999,0.0,12.265189999999999,6773.289000000001,67.38206,35.44686,1.867695,391.6909,11.29873,5.499212,71.33799,0.0,0.0,34.85155,0.0,0.0,1255.046,0.0,0.0,0.0,0.0,8.905461,113.412,0.0,31.625290000000003,0.0,0.0,0.0,0.0,0.0,3.033595,4.424229,0.0,13.540770000000002,2.6512119999999997,5.359515,0.0,0.0,0.0,0.0,2.073963,14.26269,103.0305,24.069329999999997,29.9575,1.591049,1.7062060000000001,3.3745910000000006,20.07894,4.948691999999999,1.630719,1.4995459999999998,1.469877,51.91485,1.427922,4.2457,0.0,0.0,2.576464,2.5571770000000003,16.41895,18.8845,3.749142,0.0,0.0,1.123599,3.268569,0.0,1.007208,0.0,11.00644,11.86703,0.0,1.0,0.0,0.0,0.0,0.0,2789.881,1.0,blk_23
40,45005.967,40.0,41.0,333.5479,1518178.0,3176.813,0.0,284.0578,0.0,107762.7,13.29183,3886.742,98.21996,5403772.0,0.0,502.1414,1170.9180000000001,10.63535,2261218.0,22.38544,240506.5,750.3902,8.370764999999999,7.958231,594.1865,0.0,0.0,0.0,0.0,0.0,6629.933000000001,58.03265,59.06001,0.0,425.3634,11.29873,13.52764,54.87501999999999,0.0,9.986896,24.89625,0.0,6.990594000000001,1191.4260000000002,0.0,0.0,0.0,0.0,0.0,120.7264,0.0,21.50829,0.0,0.0,0.0,0.0,0.0,0.0,5.6330279999999995,2.7612360000000002,5.415262,2.6512119999999997,10.37612,0.0,0.0,0.0,0.0,4.149262,10.1873,104.7555,21.25102,30.85245,7.652678,1.7062060000000001,0.0,37.565059999999995,4.948691999999999,0.7771395000000001,0.0,0.0,35.70584,10.00097,0.0,1.319421,2.597076,1.287817,3.834943,24.75897,10.52389,1.2491780000000001,0.0,0.5903316,2.247921,3.268569,0.0,0.0,1.003525,7.004507,8.005167,0.0,2.000644,0.0,0.0,0.0,0.0,2752.552,0.0,blk_23
41,45005.967,41.0,42.0,250.161,1556524.0,2609.282,0.0,591.2327,0.0,111230.6,0.0,4318.818,98.22015999999999,5326350.0,0.0,467.9546,1359.733,53.176919999999996,2142950.0,35.35053,241349.7,884.85,0.0,0.0,609.2748,0.0,0.0,0.0,0.0,6.1325959999999995,6342.495,85.6784,68.09747,5.692022,423.2885,16.94809,11.00196,104.2632,5.158643,4.991841,14.937829999999998,0.0,0.0,1103.089,4.215719,0.0,0.0,0.0,5.718955,100.8865,0.0,24.5969,0.0,0.0,0.0,0.0,3.147345,0.0,7.151793,0.0,0.0,4.3306379999999995,7.781675,0.0,0.0,2.257419,2.159714,4.845097,7.990347,65.46329,25.6177,13.23431,1.912247,1.7062060000000001,1.686753,20.7763,9.898444999999999,1.630719,0.0,2.9407,41.63273,5.53584,2.830148,1.319421,0.0,1.287817,1.277766,22.81179,11.33039,0.673385,0.0,0.0,1.123599,2.1788119999999997,0.0,0.0,0.0,11.00708,6.003863,0.0,0.0,0.0,0.0,0.0,0.0,2654.87,1.0,blk_23
42,45005.967,42.0,43.0,0.0,1061929.0,3801.616,15.94232,506.2038,0.0,72918.17,0.0,2804.579,12.2775,4753043.0,101.2702,400.5891,953.7333,0.0,1630770.0,8.839055,156563.2,696.4927,0.0,7.958231,398.1223,0.0,0.0,0.0,0.0,6.128652,2916.665,67.65682,17.717679999999998,0.0,221.3769,0.0,0.0,65.82696,0.0,0.0,84.62353,0.0,0.0,733.832,0.0,0.0,0.0,0.0,7.332446000000001,65.85209,0.0,24.5969,0.0,0.0,0.0,3.264382,0.0,0.0,5.6330279999999995,2.7612360000000002,2.70676,2.6512119999999997,5.185558,0.0,0.0,0.0,0.0,8.299858,8.149528,22.059839999999998,15.0601,23.29835,0.0,5.120814,0.0,5.34316,4.948691999999999,3.2624880000000003,0.0,1.469877,10.0947,1.294054,0.0,0.0,1.2981200000000002,0.0,2.5563540000000002,23.351589999999998,6.294308999999999,4.999124,1.191384,1.162499,0.0,0.0,0.0,0.0,0.0,6.003863,4.002575,0.0,0.0,0.0,1.0,1.0,0.0,1416.404,0.0,blk_23
43,45005.9671,43.0,44.0,250.161,940259.2,3143.51,0.0,228.6864,14.52762,62306.37,0.0,2121.9970000000003,73.66497,4557082.0,12.15053,195.121,1051.635,10.63535,1476492.0,8.833369,140810.9,1011.495,16.746920000000003,0.0,370.5934,0.0,0.0,6.639289999999999,0.0,0.0,2400.29,54.849880000000006,11.81305,2.612549,198.6721,5.649364,3.5121919999999998,49.38762,0.0,0.0,104.5619,0.0,0.0,677.8486,4.215719,0.0,0.0,0.0,0.0,36.58215,0.0,10.540239999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.304130000000001,5.187227,0.0,0.0,0.0,0.0,21.09219,6.111818,14.01888,0.0,12.98339,1.912247,1.7062060000000001,0.0,2.2669599999999996,1.648856,0.0,0.0,0.0,5.767991,1.427922,0.06631026,0.0,0.0,0.0,2.5563540000000002,11.41233,2.517229,0.0,0.0,1.162499,1.123599,1.089056,0.0,1.007208,0.0,6.003863,3.001304,2.0,0.0,0.0,1.0,0.0,0.0,1236.9,0.0,blk_23
44,45005.9671,44.0,45.0,83.38699,927071.9,3707.613,0.0,431.2346,0.0,59674.29,0.0,1990.941,49.10998,4321793.0,148.3926,177.8014,973.3675,21.26386,1470039.0,0.0,139814.7,1069.2060000000001,8.370764999999999,0.0,497.9779,7.579022999999999,0.0,0.0,0.0,0.0,2160.596,22.308889999999998,0.0,0.0,233.8564,0.0,11.00196,56.268519999999995,0.0,0.0,94.60313000000001,4.70288,0.0,666.9153,0.0,4.007516000000001,0.0,0.0,0.0,43.89902,1.003393,22.85473,0.0,0.0,3.3238239999999997,0.0,0.0,0.0,0.0,2.7612360000000002,0.0,0.0,0.0,2.53526,0.0,1.21689,0.0,6.224559999999999,4.527817,12.73465,18.7112,14.79991,0.0,1.7062060000000001,1.686753,1.9280549999999999,6.598609,0.0,1.4995459999999998,0.0,10.09468,2.800949,0.0,0.0,0.0,1.287817,0.0,5.767861,5.035268,2.49916,0.0,2.271219,0.0,1.089056,1.0227950000000001,0.0,0.0,6.003863,3.001932,1.0,0.0,0.0,0.0,0.0,0.0,1147.066,0.0,blk_23
45,45005.9671,45.0,46.0,166.774,892917.0,4460.54,0.0,367.9512,0.0,58067.18,6.537865,2214.187,73.0415,4226222.0,25.175420000000003,138.7247,1179.253,31.90605,1440011.0,17.67243,136737.9,1208.566,0.0,0.0,327.1538,0.0,7.521053,0.0,0.0,0.0,2100.8160000000003,48.76787,5.904626,5.692022,183.0611,0.0,0.0,63.23313,0.0,4.991841,69.70966999999999,0.0,0.0,603.6269,0.0,0.0,0.0,0.0,0.0,28.46718,0.0,24.5947,0.0,0.0,0.0,0.0,0.0,0.0,2.815608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.224594000000001,2.0363990000000003,14.01053,9.854821000000001,18.55794,0.0,0.0,0.0,11.67805,0.0,0.0,1.4995459999999998,0.0,11.36229,0.0,0.0,0.0,0.0,0.0,1.277766,8.399449,7.553308,0.0,0.0,1.162499,0.0,2.1788119999999997,0.0,0.0,1.003525,6.941967,5.0032190000000005,1.0,1.0,0.0,0.0,0.0,0.0,1247.626,1.0,blk_23
46,45005.9671,46.0,47.0,461.236,649016.1,2255.549,31.89491,240.0882,0.0,57464.38,0.0,2198.2670000000003,73.66497,4059463.0,0.0,243.6348,447.4301,10.63535,1441268.0,44.19527,105074.5,410.4018,0.0,7.963353,414.6597,0.0,0.0,0.0,0.0,6.128652,2225.202,24.35085,82.67317,0.0,328.4854,0.0,10.99842,69.29061999999999,0.0,0.0,51.786229999999996,0.0,3.9676440000000004,646.0366,0.0,0.0,0.0,0.0,0.0,32.9236,0.0,24.59464,0.0,0.0,3.3238239999999997,0.0,0.0,0.0,2.815608,0.0,2.70676,2.6512119999999997,7.781675,0.0,0.0,2.257419,0.0,16.1782,2.0363990000000003,44.02008,17.739729999999998,23.64711,1.912247,5.120814,1.686753,6.672666,3.299835,0.0,0.0,0.0,8.652451,1.427922,0.0,0.0,0.0,0.0,0.0,13.57846,7.553328,6.248322,1.192151,1.162499,0.0,0.0,0.0,2.0150639999999997,0.0,4.932861,11.00708,1.0,2.0,0.0,0.0,1.0,0.0,1159.799,2.0,blk_23
47,45005.9671,47.0,48.0,416.9349,95034.42,835.0754,36.495940000000004,94.92249,72.67574,17699.44,26.575120000000002,915.3379,31.557,1272758.0,0.0,1265.868,277.6939,21.26386,509864.8,1244.5639999999999,26600.7,255.1144,8.370764999999999,0.0,199.5306,0.0,0.0,13.28713,95.09024000000001,95.9149,1230.277,34.521359999999994,351.1217,28.474859999999996,161.3334,5.64573,49.521409999999996,21.95001,67.42227,14.98195,39.83409,4.70288,55.128519999999995,354.8632,0.0,0.0,0.0,0.0,10.996310000000001,29.26752,3.5187489999999997,42.17017,0.0,3.386586,16.627679999999998,0.0,0.0,3.033595,14.085329999999999,2.7612360000000002,8.122021,10.61001,10.37612,2.53526,0.0,0.8377141,0.0,62.630919999999996,21.7051,56.07467,36.974790000000006,34.94812,3.8257239999999997,5.120814,0.0,18.351760000000002,6.598609,4.8942559999999995,0.0,2.939754,27.5593,0.0,2.830148,0.0,0.0,0.0,1.277766,12.68635,5.035268,0.0,0.0,1.162499,1.123599,2.1788119999999997,0.0,0.0,0.0,2.001288,3.001932,0.0,0.0,0.0,0.0,0.0,0.0,1211.111,3.000644,blk_23
