,AbsTime,RelTime,Cycle,m18.939 (B_m18.939) (Corr),m19.017 (B_m19.017) (Corr),m19.088 (B_m19.088) (Corr),m28.931 (B_m28.931) (Corr),m29.014 (B_m29.014) (Corr),m29.893 (B_m29.893) (Corr),m29.987 (B_m29.987) (Corr),m30.910 (B_m30.910) (Corr),m31.003 (B_m31.003) (Corr),m31.892 (B_m31.892) (Corr),m31.992 (B_m31.992) (Corr),m32.073 (B_m32.073) (Corr),m32.923 (B_m32.923) (Corr),m33.016 (B_m33.016) (Corr),m33.883 (B_m33.883) (Corr),m33.979 (B_m33.979) (Corr),m36.920 (B_m36.920) (Corr),m37.022 (B_m37.022) (Corr),m37.115 (B_m37.115) (Corr),m37.916 (B_m37.916) (Corr),m38.904 (B_m38.904) (Corr),m39.012 (B_m39.012) (Corr),m39.908 (B_m39.908) (Corr),m40.915 (B_m40.915) (Corr),m42.898 (B_m42.898) (Corr),m43.897 (B_m43.897) (Corr),m44.914 (B_m44.914) (Corr),m45.015 (B_m45.015) (Corr),m45.131 (B_m45.131) (Corr),m45.910 (B_m45.910) (Corr),m46.930 (B_m46.930) (Corr),m47.027 (B_m47.027) (Corr),m47.162 (B_m47.162) (Corr),m47.924 (B_m47.924) (Corr),m48.005 (B_m48.005) (Corr),m49.885 (B_m49.885) (Corr),m50.913 (B_m50.913) (Corr),m51.016 (B_m51.016) (Corr),m52.910 (B_m52.910) (Corr),m54.915 (B_m54.915) (Corr),m55.022 (B_m55.022) (Corr),m56.910 (B_m56.910) (Corr),m58.923 (B_m58.923) (Corr),m60.907 (B_m60.907) (Corr),m61.906 (B_m61.906) (Corr),m62.916 (B_m62.916) (Corr),m63.019 (B_m63.019) (Corr),m64.927 (B_m64.927) (Corr),m65.027 (B_m65.027) (Corr),m65.923 (B_m65.923) (Corr),m66.929 (B_m66.929) (Corr),m67.933 (B_m67.933) (Corr),m68.912 (B_m68.912) (Corr),m70.912 (B_m70.912) (Corr),m72.928 (B_m72.928) (Corr),m76.910 (B_m76.910) (Corr),m77.915 (B_m77.915) (Corr),m78.925 (B_m78.925) (Corr),m79.933 (B_m79.933) (Corr),m80.955 (B_m80.955) (Corr),m81.944 (B_m81.944) (Corr),m82.944 (B_m82.944) (Corr),m86.913 (B_m86.913) (Corr),m88.923 (B_m88.923) (Corr),m90.937 (B_m90.937) (Corr),m91.934 (B_m91.934) (Corr),m92.957 (B_m92.957) (Corr),m93.956 (B_m93.956) (Corr),m94.949 (B_m94.949) (Corr),m95.945 (B_m95.945) (Corr),m104.935 (B_m104.935) (Corr),m105.939 (B_m105.939) (Corr),m106.963 (B_m106.963) (Corr),m107.961 (B_m107.961) (Corr),m108.961 (B_m108.961) (Corr),m116.933 (B_m116.933) (Corr),m118.952 (B_m118.952) (Corr),m120.988 (B_m120.988) (Corr),m121.974 (B_m121.974) (Corr),m122.978 (B_m122.978) (Corr),m130.950 (B_m130.950) (Corr),m132.963 (B_m132.963) (Corr),m133.973 (B_m133.973) (Corr),m134.985 (B_m134.985) (Corr),m136.003 (B_m136.003) (Corr),m137.028 (B_m137.028) (Corr),m138.009 (B_m138.009) (Corr),m144.967 (B_m144.967) (Corr),m148.999 (B_m148.999) (Corr),m155.009 (B_m155.009) (Corr),m161.006 (B_m161.006) (Corr),m175.027 (B_m175.027) (Corr),m179.024 (B_m179.024) (Corr),m180.023 (B_m180.023) (Corr),m203.074 (B_m203.074) (Corr),m204.070 (B_m204.070) (Corr),m217.084 (B_m217.084) (Corr),m227.105 (B_m227.105) (Corr),m228.082 (B_m228.082) (Corr),m229.084 (B_m229.084) (Corr),m230.093 (B_m230.093) (Corr),m241.087 (B_m241.087) (Corr),m329.790 (B_m329.790) (Corr),m429.071 (B_m429.071) (Corr),group_id
28,45005.9669,28.0,29.0,166.774,2010604.0,5060.907,0.0,605.3543,0.0,104917.5,13.28328,5826.808000000001,49.10998,5214502.0,0.0,375.5223,2152.923,0.0,1957026.0,17.66674,425390.0,1595.6960000000001,0.0,0.0,856.3061,7.579022999999999,0.0,6.639289999999999,0.0,5.090534,12630.66,282.8293,28.119020000000003,0.0,1066.649,22.61794,5.499212,98.77566999999999,5.155325,9.986896,39.83409,4.70288,4.44515,2311.304,0.0,4.007516000000001,0.0,0.0,0.0,342.2035,0.0,105.4234,0.0,0.0,0.0,0.0,0.0,0.6576739,5.6330279999999995,8.289042,10.83226,5.302423,24.321360000000002,2.53526,2.476956,0.0,2.159714,7.749942,24.198,252.8068,57.976009999999995,29.11634,0.0,1.7062060000000001,1.686753,51.11613,19.7933,4.8942559999999995,0.0,3.239461,160.8486,8.57215,2.830148,0.0,0.0,1.287817,6.392119,96.27533000000001,75.10958000000001,7.499086999999999,0.0,2.3257470000000002,2.247921,2.1788119999999997,1.0227950000000001,1.007208,0.0,1.000644,17.01098,0.0,0.0,0.0,0.0,0.0,1.0,2418.354,3.001288,blk_23
29,45005.9669,29.0,30.0,333.5479,1831750.0,4613.935,15.94232,631.6198,0.0,102870.5,0.0,4869.273,98.21996,5031295.0,0.0,399.5465,1664.18,53.170080000000006,1936788.0,17.67811,358402.2,1578.2679999999998,0.0,7.958231,677.2986,0.0,14.471960000000001,0.0,0.0,10.336780000000001,10296.01,207.2325,16.99447,0.0,904.2463,6.741721000000001,11.00196,208.5267,0.0,4.995054,64.73042,0.0,0.0,2037.57,0.0,0.0,0.0,0.0,0.0,251.562,3.5187489999999997,73.79785,0.0,0.0,6.649788,0.0,3.147345,0.0,8.452259,5.526027,10.83226,10.61001,9.384604,0.0,0.0,0.0,4.320818,12.48298,22.73205,127.4296,43.08873,38.83143,5.739202,1.7062060000000001,1.686753,44.39547,18.52299,0.0,0.0,0.9990568999999999,102.7445,1.427922,1.414619,0.0,0.0,1.287817,5.113531,70.42023,53.03292,4.999124,0.0,0.0,4.496563,0.0,0.0,0.0,0.0,2.001288,4.002575,1.000644,1.0,1.0,0.0,0.0,0.0,2523.8379999999997,2.000644,blk_23
30,45005.9669,30.0,31.0,333.5479,1683612.0,4143.340999999999,0.0,836.8252,14.52762,101892.6,0.0,4240.085,73.78487,4976662.0,0.0,516.3321,2180.515,10.63535,1945162.0,17.67811,321796.5,1794.721,8.370764999999999,7.958231,717.7033,0.0,7.233650999999999,6.639289999999999,0.0,12.26125,9266.431,150.038,11.74006,0.0,831.8667,5.649364,0.0,100.951,10.31397,0.0,49.79267,0.0,0.0,1687.1170000000002,4.215719,0.0,0.0,0.0,3.663865,182.8832,0.0,33.03245,0.0,0.0,0.0,0.0,0.0,0.0,16.1562,5.5242510000000005,2.70676,2.6512119999999997,7.783386,0.03961343,0.0,2.257419,0.0,4.149262,27.381890000000002,129.4341,41.14843,34.37172,0.0,0.0,0.0,35.27836,9.163742999999998,1.630719,0.0,0.0,109.2148,7.1432850000000006,1.414619,0.0,0.0,0.0,2.5563540000000002,58.24366,35.39524,0.0,0.0,4.652989,0.0,1.089056,0.0,0.0,0.0,5.00322,6.003896,1.0,2.001288,0.0,0.0,1.0,0.0,2534.185,0.0,blk_23
31,45005.9669,31.0,32.0,333.5479,1744385.0,4940.56,0.0,707.6215,0.0,106997.4,0.0,4842.177,36.83249,5271114.0,0.0,379.0049,1790.904,42.54157,2032250.0,17.67243,309921.8,1244.1019999999999,0.0,7.958231,669.7719,0.0,0.0,0.0,0.0,18.39384,9138.216999999999,93.14584,32.65423,5.692022,683.7649,11.29873,3.4692300000000005,153.5439,0.0,0.0,35.736540000000005,0.0,0.0,1500.621,0.0,0.0,0.0,0.0,3.663865,187.7841,0.0,45.68202,0.0,3.386586,0.0,0.0,3.147345,3.033595,11.97222,5.5242510000000005,5.415262,0.0,15.56502,0.0,0.0,4.516291000000001,0.0,10.375160000000001,10.784930000000001,120.7566,26.97999,37.61659,1.912247,0.0,0.0,30.32491,14.848310000000001,1.630719,0.0,1.469877,85.23418000000001,7.0437389999999995,0.0,0.0,1.2981200000000002,0.0,1.277766,39.32974,23.39937,2.128072,0.0,2.3257470000000002,1.123599,0.0,0.0,0.0,1.003525,5.002576,14.00901,0.0,0.0,0.0,0.0,0.0,1.0,2693.3059999999996,0.0,blk_23
32,45005.9669,32.0,33.0,250.161,1722320.0,3544.425,0.0,668.4262,14.52762,108486.8,0.0,4497.191,36.83249,5375238.0,0.0,469.9003,1628.614,45.470279999999995,2255630.0,0.0,296833.7,972.6489,0.0,0.0,563.1546,0.0,7.233650999999999,6.643563,0.0,0.0,9000.177,94.16973,23.63371,5.692022,642.5502,11.29873,5.499212,98.7754,0.0,0.0,29.87238,0.0,0.0,1427.826,0.0,0.0,0.0,0.0,3.663865,191.2062,0.0,45.682140000000004,3.4516980000000004,3.386586,9.255157,0.0,0.0,0.0,3.453929,5.5242510000000005,10.832310000000001,0.0,12.97057,0.0,0.0,0.0,2.159714,2.075298,23.36886,169.0059,48.87229,40.83372,0.0,0.0,1.686753,33.09557,23.162370000000003,1.630719,0.0,4.790719,72.66320999999999,4.284685,0.0,0.0,0.0,0.0,3.7450419999999998,49.559059999999995,29.29209,4.999124,1.191384,1.162499,1.123599,2.1788119999999997,0.0,1.007208,0.0,8.004507,15.009670000000002,0.0,2.000644,0.0,1.0,0.0,0.0,2682.435,2.000644,blk_23
33,45005.9669,33.0,34.0,333.5479,1618717.0,2609.1710000000003,15.94232,553.7227,0.0,108750.2,0.0,5105.657999999999,73.66497,5598178.0,0.0,337.2443,1368.986,21.2707,2278343.0,26.51717,280759.4,683.0636,25.12846,7.958231,802.1274,0.0,0.0,19.92642,0.0,16.1061,8510.737,78.61126999999999,38.931979999999996,5.692022,516.6771,0.0,7.463682,107.0177,5.155325,4.995054,29.87551,4.70288,4.44515,1464.569,0.0,0.0,0.0,0.0,0.0,165.9245,0.0,68.99915,0.0,0.0,0.0,0.0,0.0,3.033595,2.815608,0.9060306999999999,5.415262,5.304130000000001,12.97057,0.0,0.0,0.0,2.161104,6.224559999999999,14.35815,172.0101,53.22233000000001,25.23988,3.8257239999999997,0.0,3.3745910000000006,63.42071,35.93673,1.630719,0.0,0.0,104.9251,10.00099,0.0,0.0,0.0,0.0,1.277766,53.50379,33.992259999999995,3.749142,0.0,0.0,1.123599,2.1788119999999997,0.0,0.0,0.0,1.000644,17.39409,0.0,0.0,0.0,0.0,0.0,0.0,2765.7209999999995,2.000644,blk_23
34,45005.967,34.0,35.0,500.3233,1426476.0,2778.188,0.0,623.956,14.52762,106711.3,0.0,4931.583,110.4975,5134492.0,0.0,294.525,1037.099,21.2707,2130880.0,44.1839,249986.6,537.4589,5.57506,0.0,553.8293,7.583900999999999,0.0,0.0,0.0,6.128652,7778.469,94.96126,107.332,28.467440000000003,583.2521,11.29873,16.50481,72.76335,5.155325,0.0,39.83088,0.0,6.0899529999999995,1251.555,0.0,0.0,0.0,0.0,0.0,157.7551,0.0,49.19624,0.0,3.386586,3.3238239999999997,0.0,0.0,0.0,5.6348400000000005,0.0,5.415262,2.6512119999999997,18.15946,0.0,0.0,0.0,0.0,16.08233,13.721420000000002,221.4991,67.69877,33.73468,1.912247,0.0,0.0,37.11,21.448,6.526024,1.4995459999999998,0.0,75.13176999999999,8.572125999999999,0.0,0.0,0.0,1.287817,1.2785879999999998,58.361019999999996,35.25278,4.999124,1.191384,1.162499,2.247921,1.089056,0.0,1.9999650000000002,1.003525,5.0032190000000005,11.0071,1.0,0.0,0.0,0.0,0.0,0.0,2607.629,1.0,blk_23
35,45005.967,35.0,36.0,166.774,1196610.0,2140.958,15.94232,458.7971,14.52762,99153.13,2.803746,4149.022,75.58353000000001,4728517.0,0.0,492.2167,1168.884,15.828389999999999,2143109.0,70.36745,218899.8,387.9586,0.0,15.92159,658.7407,7.579022999999999,7.233650999999999,6.643563,0.0,36.79173,7470.049,73.27251,153.4147,0.0,617.6712,11.29873,30.841959999999997,93.28808000000001,0.0,0.0,44.813340000000004,4.70288,13.34411,1251.053,0.0,0.0,0.0,0.0,3.663865,142.6803,10.56077,28.113329999999998,0.0,6.775352000000001,0.0,0.0,0.0,0.0,8.450447,6.247383,10.83226,5.304130000000001,10.8018,0.0,0.0,2.257419,0.0,10.86158,27.954459999999997,222.4205,72.15807,34.97148,1.912247,5.120814,0.0,75.05365,18.57348,3.263537,0.0,0.0,88.96822,2.856763,1.414619,0.0,0.0,2.576464,1.277766,51.699729999999995,34.7011,1.2491780000000001,0.0,3.4889940000000004,0.0,5.44738,0.0,0.0,0.0,7.004523,9.005811,0.0,0.0,0.0,0.0,0.0,0.0,2811.2929999999997,1.0,blk_23
36,45005.967,36.0,37.0,493.4822,1256086.0,2280.092,0.0,284.7701,14.52762,103578.7,0.0,4226.715999999999,49.10998,5029092.0,0.0,356.6932,1146.664,31.90605,2133070.0,60.92402,225051.3,478.3427,0.0,0.0,575.8124,7.583900999999999,0.0,0.0,0.0,12.26125,6972.23,97.67574,105.4607,8.150511,588.353,5.649364,38.516,54.87511,0.0,4.991841,19.917,14.11469,13.341170000000002,1240.788,0.0,0.0,0.0,0.0,2.13964,175.6078,0.0,56.22446,0.0,3.386586,3.3238239999999997,0.0,0.0,0.0,17.63093,0.0,9.414534,5.304130000000001,23.34845,2.53526,0.0,2.257419,0.0,8.299858,22.40634,206.2137,41.7644,53.51529,5.739202,3.41351,0.0,63.18011,26.31945,0.0,0.0,1.469877,78.96257,5.714468,0.0,0.0,0.0,4.730937,1.277766,35.52348,17.625529999999998,0.0,0.0,2.3257470000000002,0.0,2.238408,0.0,1.007208,0.0,10.00644,15.00903,0.0,1.0,2.0,1.0,0.0,0.0,2743.364,1.0,blk_23
37,45005.967,37.0,38.0,250.161,1352739.0,3055.764,0.0,597.2901,0.0,104410.3,19.44054,4353.406,98.22076,5147457.0,0.0,377.6538,997.2357,0.0,2035998.0,70.70719,231994.8,695.3409,0.0,7.958231,582.5092,0.0,0.0,0.0,0.0,18.39384,7205.041,132.7453,51.59154,13.671870000000002,498.6078,0.0,5.499212,118.295,5.155325,0.0,14.92482,0.0,0.0,1179.119,0.0,0.0,0.0,0.0,9.64296,168.2895,0.0,42.16785,0.0,3.3887650000000002,3.3238239999999997,0.0,0.0,8.743033,14.085289999999999,5.5242510000000005,18.957810000000002,7.958755,2.147145,2.53526,2.476956,0.0,0.0,12.19241,8.482567999999999,151.6488,41.0336,35.677409999999995,0.0,5.120814,0.0,27.69766,11.54836,4.8942559999999995,0.0,0.0,73.26356,7.1432850000000006,0.0,0.0,0.0,1.287817,1.587424,39.686440000000005,26.96006,0.0,0.0,3.4889940000000004,1.123599,2.1788119999999997,0.0,1.007208,0.0,5.0032190000000005,15.009670000000002,1.000644,1.0,0.0,0.0,0.0,0.0,2741.083,1.0,blk_23
